communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
SantaAnacity,CA,,,10,293742,4.1,2.62,67.99,9.73,65.15,17.89,38.27,20.24,5.02,293742,100,35162,87.24,0.54,26.16,16.16,8.45,10.53,34760,10019,10697,13360,13648,9590,7284,6570,51835,18.15,33.07,50.28,10.59,8.52,66.04,29.87,12.64,26.19,13.96,6.78,43.47,11.74,9.07,4.28,75.35,64.77,84.63,80.02,62.19,65.15,12135,6.25,149445,25.5,39.17,49.81,64.14,12.97,19.93,25.34,32.63,30.78,31.63,32.29,25.02,,3.78,4.2,45.66,38.13,66.27,,3362,95.52,48.29,3.24,14.66,1968,4.46,0.81,153600,185400,228000,74400,564,679,842,278,736,31.2,26,11.4,181,255,50.88,33.1,40.29,76.77,81.95,382,130.69,352,120.43,823795,281842.59,2156.5,130.7,97.05,70.42,2.36,24.61,2.09,28.53,22,,105.1,28.1,10468.4,8.61,220,40256284,92.15,,5.76,137727.7,1091.39
LakeHavasuCitycity,AZ,,,10,24363,2.46,0.24,97.89,0.46,3.66,10.16,18.45,8.51,22.87,,,28826,64.87,0.34,47.1,42.91,3.66,29.2,31639,14418,14565,11317,10095,5504,4905,7619,1958,8.14,5.19,20.98,13.3,3.19,52.39,12.01,16.1,12.6,19.85,9.64,17.49,11.17,10.42,2.71,78.52,75.12,88.98,76.54,66.7,72.35,162,0.76,1087,4.97,7.08,9.75,10.21,0.22,0.32,0.44,0.46,94.01,0.89,2.89,2.2,2.41,2.4,2.45,73.75,2.63,43.09,,2926,77.22,74.19,0.17,23.48,1979,3.53,0.25,65800,83500,110400,44600,324,403,520,196,484,26.2,22.8,11.4,,,4.46,11.14,37.35,56.85,61.8,,,,,,,,,,,,,,,,,,44.6,546.4,0.36,,,,,,,196.89
DePerecity,WI,,19775,10,16569,2.87,0.23,98.52,0.21,0.43,19.92,32.94,19.17,10.01,16569,100,34544,79.82,0.67,58.45,25.42,3.71,12.04,40361,14713,14526,,9189,63729,9000,11186,1124,7.33,7.32,14.58,22.2,3.34,66.56,20.85,26.64,16.97,27.59,5.56,34.99,7.84,6.76,3.16,83.23,83.47,91.72,83.24,67.18,75.74,79,0.63,137,5.84,5.84,10.95,27.01,0.05,0.05,0.09,0.22,97.82,0.2,3.92,3.19,2.65,2.92,2.1,74.35,1.42,38.8,,164,97.24,67.58,1.22,25,1970,1.35,,51000,63200,82000,31000,253,356,425,172,410,22.1,20.3,13.3,,,0.83,83.16,50.93,80.16,92.6,,,,,,,,,,,,,,,,,,8.6,1920.5,0.87,,,,,,,157.66
Sharontown,MA,21,60785,10,15517,2.96,3.18,94.41,2.22,0.9,12.35,19.86,9.61,8.8,11246,72.48,61692,84.12,0.65,60.45,20.58,2.32,12.44,66415,24141,24256,23336,18643,21376,,15094,605,3.91,2.02,6.31,51.19,4.59,71.32,13.45,33.76,3.72,47.79,3.94,24.12,6.26,5.14,3.26,90.69,89.8,93.51,88.16,55.77,69.42,25,0.24,1342,15.65,16.99,22.8,33.01,1.35,1.47,1.97,2.85,90.33,0.93,3.27,2.8,2.95,3.07,2.08,91.35,0.57,17.92,,107,98,87.74,1.87,31.78,1963,0.15,,169300,214800,282200,112900,213,551,743,530,634,24.5,22.4,14.1,,,8.65,68.2,65,82.75,92.7,,,,,,,,,,,,,,,,,,24.1,642.6,10.34,,,,,,,112.63
Temeculacity,CA,,,10,27099,2.97,1.53,90.72,2.8,14.54,13.47,27.55,11.56,6.03,,,44270,84.89,1.8,39.14,16.2,3.68,14.19,46683,16895,17180,15560,15761,15813,12247,10692,1327,4.91,4.15,12.43,21.88,4.34,70.69,14.27,16.85,11.7,28.56,8.85,22.78,11.43,10.13,3.28,83.27,82.17,88.82,80.27,57.22,64.25,204,1.17,2599,15.35,28.78,43.94,50.71,1.47,2.76,4.21,4.86,84.51,3.89,5.78,4.65,2.97,3.11,2.72,66.56,4.8,37.2,,1529,85.66,63.59,0.26,12.69,1987,1.48,,158200,192300,251100,92900,507,600,742,235,657,27.6,29.3,12.4,,,9.59,51.31,11.83,27.95,81.49,,,,,,,,,,,,,,,,,,27.4,990,,,,,,,,542.11
Sapulpacity,OK,,,10,18074,2.6,4.99,86.37,0.38,1.44,14.21,24.63,11.96,14.03,,,23810,70.9,0.79,33.53,32.09,5.89,14.34,29560,11783,12430,5510,8357,,8802,8468,2106,11.89,11.11,29.49,12.41,5.72,57.41,18.23,21.93,18.33,21.64,10.52,21.14,13.71,12.22,3.02,74.91,71.02,82.17,80.92,57.55,65.32,293,1.97,169,4.73,4.73,37.87,42.6,0.04,0.04,0.35,0.4,97.4,0.24,3.7,2.75,2.55,2.55,2.55,71.84,2.46,42.7,,668,91.23,71.84,5.24,56.29,1963,7.96,0.34,33300,45800,68500,35200,182,240,303,121,333,26.8,21.5,12.9,,,0.94,70.67,54.92,80.64,94.12,,,,,,,,,,,,,,,,,,18.9,957.5,0.05,,,,,,,279.58
WestAlliscity,WI,79,85300,10,63221,2.36,0.3,98.23,0.63,1.45,10.49,25.52,10.88,15.88,63221,100,29622,74.04,0.31,55.23,33.31,5.35,21.36,36085,13978,14082,4412,8196,10278,11276,9738,3258,5.25,7.3,20.84,12.36,4.01,64,23.12,21.36,16.66,20.58,9.69,28.96,11.56,10.69,2.96,75.37,75.27,86.42,77.01,69.84,76.85,788,1.63,1785,4.65,10.25,12.16,13.33,0.13,0.29,0.34,0.38,94.54,0.52,3.21,2.05,2.32,2.61,1.89,66.92,1.26,55.44,,705,97.44,59.4,0.43,29.79,1951,1.12,0.47,53500,63100,73200,19700,323,391,465,142,446,23.5,21.6,14.9,,,2.82,84.64,58.44,88.83,96.2,130,210.52,124,200.8,47000,76109.7,361.5,210.5,98.86,98.46,,,0.77,0.77,13,14,38.5,11.7,5385.8,4.14,34,8050000,95.38,,10,130358,236.43
Casselberrycity,FL,,,10,18911,2.51,2.75,93.77,1.57,8.43,12.58,27.02,12.66,12,18911,100,31231,83.38,0.83,35.77,23.88,4.08,16.02,34399,13817,14086,10266,8981,9092,8942,9327,1173,6.25,5.14,17.7,17.41,4.2,70.41,9.98,16.42,9.94,22.1,12.72,28.09,17.3,15.1,2.98,73.81,69.58,87.11,76.67,58.11,70.25,139,1.03,1419,7.26,9.51,12.54,27.34,0.54,0.71,0.94,2.05,86.25,1.96,3.91,2.65,2.49,2.52,2.42,65.77,2.82,40.51,,540,93.32,64.82,0.93,18.15,1975,1.81,,62600,75800,91800,29200,390,466,536,146,547,26.6,21.1,12,,,7.5,22.13,45.52,61.66,78.45,,,,,,,,,,,,,,,,,,6.3,3005.6,0.34,,,,,,,575.26
Bentoncity,AR,,,10,18177,2.6,4.35,94.87,0.21,0.62,13.37,24.28,11.54,14.37,,,24353,71.2,1.31,34.34,33.32,6.99,19.63,29892,11742,12033,5775,9723,19128,5624,6252,2315,12.95,13.94,30,14.25,5.06,56.97,19.8,28.86,18.43,23.64,9.39,19.9,11.82,10.69,3.02,78.51,74.42,84.06,84.7,61.91,71.48,113,0.75,149,,,,4.7,,,,0.04,97.9,0.16,3.55,2.67,2.56,2.57,2.55,70.39,2.85,44.88,,460,93.83,70.21,4.35,41.74,1964,8.34,0.66,37700,53800,72500,34800,171,237,312,141,373,26.4,17.4,13.4,,,0.82,73.63,55.82,80.92,90.98,,,,,,,,,,,,,,,,,,16.2,1120.4,0.07,,,,,,,460.14
Sunrisecity,FL,,,10,64407,2.45,7.39,89.3,1.94,8.64,10.24,22.49,9.5,21.48,64407,100,31540,69.36,0.27,45.59,38.97,3.15,17.02,37431,14593,15006,10643,11700,11810,12665,13046,4156,6.51,6.13,20.84,16.67,4.86,58.01,9.94,19.33,7.78,26.26,8.02,22.74,11.22,9.75,2.92,78.99,77.1,90.4,72.48,63.9,72.26,648,1.43,10473,9.84,15.36,23.6,31.44,1.6,2.5,3.84,5.11,81.51,1.89,3.07,2.13,2.43,2.47,2.29,76.93,3.27,63.12,,2981,89.82,75.57,0.17,24.52,1978,0.86,0.17,75400,89100,105800,30400,479,562,668,189,651,27.8,24.1,13.7,,,16.26,18.78,43.42,72.33,78.1,125,164.08,115,150.95,43800,57493.1,350.4,164.1,97.3,92,3.2,,0.8,,,13,16,18.9,3415,1.13,116,7390595,92,,5.6,97011.1,517.18
Glendalecity,AZ,,,10,148134,2.76,3.01,84.98,2.13,15.47,15.88,29.88,14.54,7.1,148134,100,31665,84.2,0.4,36.59,18.21,5.13,13.69,37086,13524,14276,11750,9566,11909,7593,8107,16756,11.46,6.74,17.42,17.7,5.99,67.95,14.03,21.59,12.24,25.51,11,29.23,15.37,13.25,3.22,73.25,70.04,77.67,75.01,61.15,70.78,3180,2.97,8878,17.27,26.02,35.35,44.33,1.03,1.56,2.12,2.66,85.56,2.47,6.23,4.5,2.73,2.89,2.48,65.58,6.15,48.69,,7549,87.67,62.1,0.29,24.8,1979,5.96,0.28,66900,84900,105800,38900,307,370,456,149,439,28.3,23.2,12.2,,44,5.99,33.04,39.78,77.1,79.31,184,105.54,171,98.08,81874,46959.8,445,105.5,94.77,90.22,1.09,8.7,,9.78,19,15,306.7,54.1,2738.2,1.6,91,12387705,92.93,,10.33,71051.2,817.33
Hickorycity,NC,,,10,28301,2.4,17.06,81.38,1.01,0.78,14.89,29.21,15.57,13.51,28337,100,27212,79.16,0.58,40.28,27.38,4.84,10.83,33303,15433,17313,6991,7329,12225,9587,13114,3038,11.27,11.46,27.89,23.39,4.21,66.94,35.59,18.86,24.14,24.33,12.97,31.6,15.53,14.36,2.88,64.82,61.17,68.71,69.79,71.61,76.75,1016,4.76,563,14.74,31.44,51.15,55.6,0.29,0.63,1.02,1.11,96.05,0.81,2.96,1.85,2.28,2.4,2.15,54.57,2.33,56.88,,901,92.91,51.84,1.55,27.97,1967,6.96,0.43,45300,66900,106600,61300,227,301,372,145,384,21.5,20.3,12.5,27,,1.99,70.53,46.63,70.24,83.65,,,,,,,,,,,,,,,,,,21,1345.1,0.35,,,,,,,1122.96
Pascagoulacity,MS,,,10,25899,2.65,21.46,77.22,0.92,0.97,15.74,28.4,14.14,10.46,25899,100,24986,73.88,0.7,35.62,25.87,10.18,13.84,29773,11778,13533,5683,5293,11101,7001,7446,5001,19.75,9.05,26.06,16.25,7.65,58,31.52,20.86,13.91,27.98,12.35,29.37,14.82,13.63,3.13,64.13,58.64,62.79,66.91,60.88,66.93,1137,5.34,289,23.53,31.14,35.64,41.52,0.26,0.35,0.4,0.46,97.1,0.4,4.93,3.59,2.59,2.69,2.44,61.56,5.08,45.87,,1279,88.43,59.28,3.36,40.81,1965,9.9,0.6,38000,49100,69300,31300,201,265,312,111,333,25.7,16.5,13.1,23,20,1.12,69.76,57.89,87.6,90.96,,,,,,,,,,,,,,,,,,15.7,1645.8,0.19,,,,,,,1090.36
Barstowcity,CA,,,10,21472,2.81,10.46,67.07,3.44,31.32,15.3,30.61,14.79,8.33,,,28289,80.49,0.21,26.16,19.12,12.8,18.49,31618,11889,13045,11125,6339,11289,8579,8586,3032,14.36,8.72,24.83,10.19,9.13,58.67,3.47,17.73,14.05,21.32,12.45,27.72,16.41,14.45,3.27,68.07,61.36,71.67,68.96,46.16,60.63,553,3.2,1618,22.81,28.06,36.16,46.54,1.72,2.11,2.72,3.51,78.67,2.96,8.08,5.87,2.79,2.82,2.74,53.65,9.85,51.1,,858,89.92,52.92,2.56,21.91,1966,10.08,0.89,61500,71900,89300,27800,308,393,487,179,464,27.3,19.8,11.5,32,,7.54,45.05,41.6,71.93,80.06,,,,,,,,,,,,,,,,,,23.7,904.6,1.25,,,,,,,1047.46
HuberHeightscity,OH,113,36610,10,38686,2.86,6.89,90.73,1.74,1.54,14.65,28.4,12.74,5.57,38686,100,37900,88.99,0.31,43.47,15.56,3.85,19.85,40380,14327,14225,16668,26559,10149,6976,12867,1661,4.33,4.17,15.94,18.27,4.59,71.34,20.36,19.47,14,25.67,8.37,24.4,12.21,10.34,3.19,81.69,79.57,92.22,83.63,65.99,72.26,365,1.38,918,19.83,35.51,41.72,48.15,0.47,0.84,0.99,1.14,95.89,0.6,3.82,3.1,2.85,2.86,2.83,71.02,1.4,18.87,,797,94.43,70.79,0.63,13.43,1970,0.87,0.28,54700,65900,82500,27800,348,439,523,175,556,22.2,17.6,11.7,,,2.37,57.48,50.55,76.85,83.45,,,,,,,,,,,,,,,,,,21.4,1809.9,1.67,,,,,,,176.25
Carrolltoncity,TX,,,10,82169,2.7,4.89,83.12,6.81,10.25,12.05,27.8,11.04,3.15,82169,100,45787,93.1,1.04,47,7.86,1.49,5.86,51198,19065,20519,14650,16343,11980,8768,10409,3695,4.52,4.14,10.15,37.45,3.85,79.61,18.78,17.16,8.12,36.2,9.05,24.97,14.36,11.77,3.12,81.74,80.99,90.37,80.81,63.32,72.17,702,1.59,9387,11.68,22.63,39.52,57.25,1.33,2.58,4.52,6.54,82.8,3.44,3.61,2.73,2.69,2.86,2.43,64.55,4.9,38.28,,2540,92.3,60.67,2.28,15.98,1981,2.85,0.23,81400,99700,126600,45200,380,466,589,209,542,23.4,22.7,13,,,11.42,44.14,37.31,57.07,82.42,115,119.75,94,97.88,51067,53175.4,444.1,119.7,88.34,94.78,0.87,4.35,,5.22,,,35.5,36,2281.5,1.44,33,6704963,81.74,,2.61,69817.9,214.51
Tularecity,CA,,,10,33249,3.06,6.15,65.56,2.5,33.84,16.11,28.5,13.18,9.77,,,24686,73.83,1.13,23.78,25.76,21.26,12.26,26811,9878,11903,6396,6745,4965,5933,6403,7032,21.36,18.79,39.19,8.39,9.11,55.73,16.93,20.99,19.74,17.38,9.85,27.91,14.91,12.54,3.45,67.17,61.84,69.02,71.53,47.48,59.6,1544,5.36,3989,15.32,26.55,33.47,46.75,1.84,3.19,4.02,5.61,69.92,7.48,10.16,7.99,3.04,2.96,3.14,55.53,12.01,46.43,,457,95.96,56.97,1.97,30.63,1971,5.74,0.54,55600,70300,91500,35900,252,336,418,166,427,29.7,23.5,12.3,23,,12,64.47,43.24,79.96,92.43,,,,,,,,,,,,,,,,,,14.8,2253.3,0.21,,,,,,,864.36
VirginiaBeachcity,VA,810,82000,10,393069,2.9,13.91,80.5,4.33,3.09,14.92,32.58,15.46,5.44,389533,99.1,36271,89.64,0.5,40.64,14.03,3.04,16.87,39112,15242,16327,10726,12323,10821,10468,11025,22307,5.86,3.06,12.03,25.5,3.86,73.79,8.46,23.41,8.63,30.35,8.83,30.06,12.61,10.69,3.21,81.23,78.47,88.85,81.03,60.67,68.95,5599,2.35,20517,12.41,20.06,29.47,36.54,0.65,1.05,1.54,1.91,92.07,0.73,4.8,3.65,2.82,2.9,2.67,64.46,2.48,33.3,,11471,92.2,62.49,0.68,28.06,1978,2.5,0.31,78800,96500,134000,55200,420,484,556,136,577,27,24.9,12.2,297,,5.22,35.64,35.82,59.94,70.96,597,136.94,546,125.24,845915,194035.41,1416.9,136.9,91.22,88.78,8.04,1.51,1.17,10.72,47,,109.1,257.3,1527.9,0.75,366,35618344,91.46,10,7.87,81701.1,286.27
WarnerRobinscity,GA,,,10,43726,2.62,24.95,72.68,1.44,1.8,14.34,29.32,13.5,7.74,43726,100,29722,82.85,0.5,35.33,17.58,6.72,24.17,33721,12531,14223,7995,12055,6758,11065,9089,5108,11.77,6.65,19.26,14.83,5.57,66.22,11.31,17.79,11.35,24.47,11.86,25.87,15.7,13.87,3.11,70.1,65.07,74.16,75.29,64.77,73.07,1502,4.54,1316,8.97,15.96,33.36,40.43,0.27,0.48,,1.22,95.46,0.57,4.54,3.29,2.6,2.64,2.54,57.98,3.77,42.51,,1365,92.45,57.06,1.1,24.84,1970,6.14,0.34,43100,56000,71700,28600,250,323,395,145,405,23.4,16.8,11.1,,,3.01,53.64,47.14,71.16,79.95,,,,,,,,,,,,,,,,,,17.3,2528.7,0.03,,,,,,,260.89
Longwoodcity,FL,,,10,13316,2.89,2.21,94.71,1.76,6.19,14.4,26.29,12.12,9.48,13316,100,35374,81.99,0.33,43.82,22.31,3.37,14.33,37485,14307,14394,12042,25308,21127,5446,6936,577,4.48,5.48,17.39,20.93,4.33,66.95,12.97,19.23,10.69,27.94,9.53,26.13,14.19,12,3.16,79.26,75.89,86.14,85.45,64.92,70.85,183,1.95,973,19.12,34.22,43.88,48.92,1.4,2.5,3.21,3.57,88.67,1.82,4.71,3.65,2.8,2.82,2.76,71.35,2.65,25.89,,315,93.6,70.93,0.95,36.19,1978,2.32,0.06,68700,85700,105500,36800,421,521,690,269,667,29.3,22.6,12.5,,,7.31,24.17,40.75,62.71,77.15,,,,,,,,,,,,,,,,,,5.4,2451.4,,,,,,,,480.89
Phoenixcity,AZ,,,10,983403,2.66,5.19,81.69,1.66,20.04,14.03,28.64,13.46,8.89,980981,99.75,29291,81.64,0.63,35.42,21.39,5.79,13.18,34172,14096,15497,8734,7076,12643,6663,7213,137406,14.18,8.79,21.28,19.94,6.64,64.94,14.16,20.44,12.13,26.36,12.74,31.9,16.68,14.74,3.2,70.12,65.62,77.27,73.47,60.96,68.88,31278,4.43,84672,18.14,30.29,40.15,50.93,1.56,2.61,3.46,4.38,81.26,3.86,7.37,4.96,2.62,2.76,2.42,62.27,7.26,52.01,,52115,87.65,59.12,3.78,26.56,1973,7.07,0.41,59500,77100,105200,45700,305,374,467,162,442,27.3,23,13.1,1710,276,8.61,33.98,43.31,78.32,80.67,1949,179.51,1840,169.47,1441009,132725.5,739.4,179.5,96.82,84.45,3.59,10.98,0.56,15.14,50,14,133.4,435,2260.6,3.26,1045,137681168,94.41,,2.57,126812.6,1097.07
Thomasvillecity,NC,,,10,15915,2.44,27.77,71.36,0.16,0.6,14.41,27.52,13.97,14.75,15915,100,21754,75.55,0.54,23,30.08,7.4,10.09,27029,11102,12301,8083,7240,17636,1600,7420,2010,12.93,19.3,42.61,9.83,4.6,65.46,48.96,13.3,38.79,15.91,13.47,28.58,16.61,15.19,2.94,59.59,52.95,63.71,66.87,74.37,81.36,638,4.73,50,10,10,22,44,0.03,0.03,0.07,0.14,96.88,0.57,3.45,2.36,2.39,2.36,2.41,49.09,2.82,59.01,,399,94.24,49.59,5.76,35.59,1963,9.31,1.07,35200,48200,69400,34200,168,239,294,126,339,23.2,20,14.1,,,0.31,75.8,53.12,81.06,92.64,,,,,,,,,,,,,,,,,,10.4,1524.4,,,,,,,,861.93
Plymouthtown,CT,,60750,10,11822,2.73,0.37,98.93,0.4,0.94,13.34,25.53,12.05,11.99,8621,72.92,41325,80.65,1.5,55.11,29.87,3.18,20.95,46334,16610,16617,13673,,23067,,15791,361,3.07,10.27,25.33,13.76,3.73,69.63,31.45,18.93,16.34,21.74,7.84,27.68,8.75,8.3,3.15,84.31,82.49,90.98,87.47,60.61,75.64,81,0.97,540,6.67,10.19,11.3,14.26,0.3,0.47,0.52,0.65,90.31,1.09,3.68,2.8,2.72,2.85,2.23,82.44,1.55,39.68,,227,95.02,78.63,4.41,48.9,1954,0.81,0.35,121500,145000,170700,49200,329,438,542,213,532,22.3,22.9,13.9,,,4.57,75.94,67.46,80.5,95.82,,,,,,,,,,,,,,,,,,22.5,525.3,0.07,,,,,,,90.74
Readingtontownship,NJ,19,62250,10,13400,2.91,0.47,97.44,1.74,1.6,13.43,24.63,11.81,7.43,12,0.09,62548,88.16,1.71,59.33,18.47,2.14,11.22,67261,24479,24496,21126,,22893,33750,36160,199,1.49,4.52,13.03,35.45,2.68,73.21,19.53,21.45,8.3,41.19,5.26,28.12,6.23,5.74,3.25,90.57,89.25,99.15,93.1,49.11,63.91,,0.08,915,7.76,18.47,22.95,22.95,0.53,1.26,1.57,1.57,91.28,0.87,4.72,3.82,2.9,2.99,2.37,88.65,0.85,22.93,,177,96.3,86.1,1.69,58.19,1973,0.93,0.4,186300,248700,312400,126100,533,760,948,415,856,28.3,23.9,13.9,12,,6.83,65.6,60.32,72.24,90.67,,,,,,,,,,,,,,,,,,49.3,271.6,1.13,,,,,,,51.04
BedfordHeightscity,OH,35,4920,10,12131,2.27,52.58,45.08,1.74,0.79,12.4,27.57,13.32,11.01,12131,100,28873,80.66,0.17,28.88,24.45,5.61,16.87,36859,14234,14417,14191,30000,13769,2944,17307,820,6.78,4.84,24.44,12.75,5.8,67.01,26.14,22.33,20.85,21.43,13.45,32.8,16.52,15.09,2.96,66.87,63.35,82.7,73.47,75.17,79.49,265,3.08,416,7.21,9.62,11.3,14.66,0.25,0.33,0.39,0.5,91.88,1.41,3.34,2.02,2.26,2.7,1.79,62.26,1.51,54.29,,382,93.34,52.26,0.26,26.96,1966,1.68,0.16,61400,69500,81800,20400,375,418,462,87,456,25,21.6,13.2,,,3.43,68.68,57.41,90.27,96.41,,,,,,,,,,,,,,,,,,4.7,2580.4,4.64,,,,,,,336.7
Hillsboroughtown,CA,,,10,10667,2.94,0.69,79.46,19.01,4.09,13.87,19.72,10.74,15.49,10667,100,123625,72.51,2.04,76.47,27.22,2.2,16.29,131315,63302,68850,16459,13962,45690,2246,45142,449,4.22,1.39,3.94,56.7,2.52,56.3,9.58,29.46,1.61,55.6,3.29,23.11,5.05,4.2,3.1,91.57,90.11,100,92.38,40.53,47.22,53,0.62,2186,12.44,18.39,24.34,27.72,2.55,3.77,4.99,5.68,74.34,3.06,5.69,4.99,2.94,2.94,,96.14,0.8,3.06,,163,95.7,96.22,1.23,41.72,1961,,0.55,500001,500001,500001,,1001,1001,1001,,1001,16.2,29.2,11.5,,,20.49,47.75,63.76,81.89,92.14,,,,,,,,,,,,,,,,,,6.4,1655.3,3.89,,,,,,,62.03
HuntingtonParkcity,CA,,,10,56065,4.03,1.06,31.19,1.85,91.85,18.87,36.97,19.55,,56065,100,23595,81.15,0.68,13.16,15.42,13.83,8.75,24268,7238,8395,9314,8517,14895,6411,6615,13508,24.28,46.43,69.4,5.26,12.78,58.54,40.74,10,39.19,9.12,6.02,44.87,12.1,8.99,4.29,67.92,61.51,73.6,72.67,49.68,54.17,4292,10.6,33299,17.58,29.62,39.1,51.89,10.44,17.59,23.22,30.82,10.88,36.42,27.82,23.07,4.01,4.24,3.92,30.11,54.84,84.83,,612,95.78,28.47,3.43,24.51,1958,8.09,2.14,131100,163700,198800,67700,407,482,575,168,521,32.8,28.9,11.3,93,,59.39,33.27,45.82,83.25,85.98,,,,,,,,,,,,,,,,,,3.2,17742.1,14.25,,,,,,,1496.64
Gallatincity,TN,,,10,18794,2.67,19.12,80.38,0.27,0.46,13.87,26.24,12.56,12.15,,,26498,77.22,1.83,28.94,27.49,8.68,13.15,32413,11677,12730,7055,29208,21306,30016,6478,3015,16.34,17.27,36.09,11.55,6.6,60.45,31.2,20.38,25.34,20.43,12,24.95,15.11,13.67,3.07,69.16,63.87,80.26,77.61,67.51,71.72,550,3.6,134,29.85,29.85,39.55,39.55,0.21,0.21,0.28,0.28,98.04,0.13,3.93,2.89,2.6,2.65,2.51,62.55,3.06,44.62,,607,92.05,61.34,1.98,28.5,1969,7.81,0.21,46200,61900,82400,36200,194,306,372,178,382,24,18.7,13.4,,,0.71,75.08,43.45,80.27,89.34,,,,,,,,,,,,,,,,,,21.9,859.6,0.45,,,,,,,930.28
NewMilfordborough,NJ,,51660,10,15990,2.59,1.58,90.57,,5.08,10.56,23.23,10.78,15.8,15990,100,44600,81.68,0.53,59.96,31.65,2.3,16.49,53178,19643,20014,18506,,15727,14416,14801,346,2.2,7.21,18.46,25.49,5.73,63.43,14.92,23.58,7.89,32.32,5.83,30.09,7.99,6.99,3.13,85.2,83.7,95.54,81.12,53.38,63.92,96,0.84,2475,8.24,13.98,26.95,37.78,1.28,2.16,4.17,5.85,80.85,2.3,4.85,3.44,2.56,2.98,1.85,73.16,1.77,45.84,,187,97.06,62.83,,30.48,1952,0.52,,183200,209300,241900,58700,406,486,592,186,533,23.2,24.3,17,,,15.48,44.79,70.94,89.03,92.85,,,,,,,,,,,,,,,,,,2.4,6673.6,8.8,,,,,,,155.14
Magnoliacity,AR,,,10,11151,2.6,34.08,65.15,0.43,0.39,18.51,30.08,17.89,15.11,,,18107,66.05,1.2,36.21,32.24,11.31,13.36,24583,10230,13215,4649,2279,6924,,3670,2587,25.19,13.12,31.03,17.82,6.84,55.56,22.87,25.97,18.87,23.37,9.67,31.97,13.1,11.56,3.04,63.76,58.14,63.71,62.63,59.59,70.99,539,6.04,155,23.23,32.26,57.42,67.1,0.32,0.45,0.8,0.93,97.93,0.08,5.15,3.39,2.4,2.42,2.36,60.06,4.32,47.41,,407,91.32,59.43,1.97,45.21,1959,11.47,1.11,31300,48000,73300,42000,128,188,251,123,293,27.8,20,14,,,1.39,70,52.37,76.38,86.5,,,,,,,,,,,,,,,,,,8.8,1272.9,0.17,,,,,,,478.35
Concordcity,NH,13,14200,10,36006,2.53,0.63,98.18,0.67,0.99,12.03,27.37,12.69,11.9,,,32733,78.89,0.45,51.46,26.4,3.84,16.43,39531,15981,16060,11902,12512,13287,11094,11333,2258,6.73,5.26,15.5,28.13,6.21,62.86,13.77,31.43,9.96,33.13,12.5,31.3,14.43,13.51,2.97,73.94,72.88,84.47,71.78,68.1,77.97,418,1.77,1071,7.19,11.39,12.98,16.34,0.21,0.34,0.39,0.49,94.33,0.48,2.79,1.74,2.35,2.64,2.04,58.72,1.22,57.57,,1475,90.6,52.33,0.34,29.97,1963,4.43,0.57,89800,112400,140700,50900,384,485,580,196,555,26.6,24.5,14.7,45,,2.97,54.79,44.13,70.8,83.57,,,,,,,,,,,,,,,,,,66.6,540.6,0.82,,,,,,,136.28
